sample_idx,label,audio_path,segment_id,Energy,Harmony,Pitch,Spectral,Tempo,Timbre,Vibrato
2767,Hát xẩm,hat_xam/audio_10_000.wav,2,Mạnh,Cao,Rất trầm,Thấp,Chậm,Rất cao,Ít luyến
2768,Hát xẩm,hat_xam/audio_0_005.wav,1,Rất mạnh,Trung bình,Trung,Thấp,Nhanh,Rất cao,Vừa
2769,Hát xẩm,hat_xam/audio_0_005.wav,2,Rất mạnh,Cao,Trung,Thấp,Chậm,Rất cao,Vừa
2770,Hát xẩm,hat_xam/audio_7_071.wav,1,Yếu,Thấp,Trầm,Thấp,Vừa,Rất thấp,Vừa
2771,Hát xẩm,hat_xam/audio_7_071.wav,2,Rất mạnh,Thấp,Trầm,Thấp,Vừa,Trung bình,Ít luyến
2772,Hát xẩm,hat_xam/audio_7_049.wav,1,Mạnh,Thấp,Trung,Trung bình,Chậm,Rất cao,Vừa
2773,Hát xẩm,hat_xam/audio_7_049.wav,2,Vừa,Thấp,Trung,Trung bình,Nhanh,Rất cao,Vừa
2774,Hát xẩm,hat_xam/audio_7_054.wav,1,Rất yếu,Trung bình,Trầm,Thấp,Chậm,Rất thấp,Vừa
2775,Hát xẩm,hat_xam/audio_7_054.wav,2,Vừa,Thấp,Trầm,Cao,Vừa,Rất thấp,Vừa
2776,Hát xẩm,hat_xam/audio_5_000.wav,1,Yếu,Thấp,Rất trầm,Trung bình,Nhanh,Rất thấp,Ít luyến
2777,Hát xẩm,hat_xam/audio_5_000.wav,2,Mạnh,Thấp,Rất trầm,Trung bình,Vừa,Rất cao,Ít luyến
2778,Hát xẩm,hat_xam/audio_2_025.wav,1,Rất mạnh,Thấp,Trầm,Trung bình,Nhanh,Trung bình,Vừa
2779,Hát xẩm,hat_xam/audio_2_025.wav,2,Rất mạnh,Trung bình,Trầm,Trung bình,Chậm,Rất thấp,Ít luyến
2780,Hát xẩm,hat_xam/audio_7_062.wav,1,Rất yếu,Cao,Trầm,Thấp,Nhanh,Rất thấp,Ít luyến
2781,Hát xẩm,hat_xam/audio_7_062.wav,2,Rất yếu,Cao,Rất trầm,Thấp,Vừa,Rất thấp,Ít luyến
2782,Hát xẩm,hat_xam/audio_4_006.wav,1,Yếu,Cao,Rất trầm,Trung bình,Vừa,Cao,Ít luyến
2783,Hát xẩm,hat_xam/audio_4_006.wav,2,Yếu,Cao,Trầm,Trung bình,Vừa,Rất cao,Ít luyến
2784,Hát xẩm,hat_xam/audio_2_118.wav,1,Yếu,Thấp,Trung,Trung bình,Nhanh,Rất thấp,Nhiều luyến
2785,Hát xẩm,hat_xam/audio_2_118.wav,2,Yếu,Thấp,Trầm,Trung bình,Vừa,Rất thấp,Vừa
2786,Hát xẩm,hat_xam/audio_7_015.wav,1,Vừa,Thấp,Rất trầm,Trung bình,Vừa,Cao,Vừa
2787,Hát xẩm,hat_xam/audio_7_015.wav,2,Yếu,Cao,Trầm,Thấp,Nhanh,Thấp,Vừa
2788,Hát xẩm,hat_xam/audio_2_035.wav,1,Rất mạnh,Thấp,Trầm,Thấp,Vừa,Cao,Vừa
2789,Hát xẩm,hat_xam/audio_2_035.wav,2,Rất mạnh,Thấp,Trầm,Cao,Nhanh,Rất thấp,Nhiều luyến
2790,Hát xẩm,hat_xam/audio_9_002.wav,1,Mạnh,Thấp,Rất trầm,Thấp,Nhanh,Rất cao,Ít luyến
2791,Hát xẩm,hat_xam/audio_9_002.wav,2,Rất mạnh,Cao,Trầm,Trung bình,Chậm,Rất cao,Ít luyến
2792,Hát xẩm,hat_xam/audio_2_121.wav,1,Rất mạnh,Thấp,Rất trầm,Thấp,Nhanh,Rất thấp,Ít luyến
2793,Hát xẩm,hat_xam/audio_2_121.wav,2,Rất mạnh,Thấp,Trầm,Thấp,Vừa,Rất thấp,Vừa
2794,Hát xẩm,hat_xam/audio_2_125.wav,1,Rất yếu,Cao,Trung,Cao,Chậm,Rất thấp,Vừa
2795,Hát xẩm,hat_xam/audio_2_125.wav,2,Rất yếu,Thấp,Trầm,Cao,Vừa,Rất thấp,Vừa
2796,Hát xẩm,hat_xam/audio_7_069.wav,1,Mạnh,Cao,Trầm,Trung bình,Nhanh,Rất thấp,Vừa
2797,Hát xẩm,hat_xam/audio_7_069.wav,2,Yếu,Thấp,Trầm,Trung bình,Nhanh,Rất thấp,Vừa
2798,Hát xẩm,hat_xam/audio_7_081.wav,1,Rất mạnh,Thấp,Trầm,Thấp,Nhanh,Thấp,Vừa
2799,Hát xẩm,hat_xam/audio_7_081.wav,2,Rất mạnh,Thấp,Trầm,Thấp,Vừa,Thấp,Ít luyến
2800,Hát xẩm,hat_xam/audio_4_004.wav,1,Yếu,Cao,Trầm,Trung bình,Vừa,Cao,Ít luyến
2801,Hát xẩm,hat_xam/audio_4_004.wav,2,Yếu,Cao,Trầm,Trung bình,Vừa,Rất cao,Vừa
2802,Hát xẩm,hat_xam/audio_7_020.wav,1,Yếu,Cao,Rất trầm,Thấp,Nhanh,Rất cao,Ít luyến
2803,Hát xẩm,hat_xam/audio_7_020.wav,2,Yếu,Cao,Rất trầm,Thấp,Nhanh,Rất cao,Ít luyến
2804,Hát xẩm,hat_xam/audio_2_043.wav,1,Rất mạnh,Thấp,Trung,Cao,Chậm,Rất thấp,Nhiều luyến
2805,Hát xẩm,hat_xam/audio_2_043.wav,2,Rất mạnh,Thấp,Trung,Trung bình,Chậm,Rất thấp,Vừa
2806,Hát xẩm,hat_xam/audio_2_075.wav,1,Rất mạnh,Thấp,Trầm,Trung bình,Chậm,Rất thấp,Ít luyến
2807,Hát xẩm,hat_xam/audio_2_075.wav,2,Rất mạnh,Thấp,Rất trầm,Cao,Chậm,Rất thấp,Ít luyến
2808,Hát xẩm,hat_xam/audio_2_115.wav,1,Yếu,Thấp,Trung,Thấp,Nhanh,Rất thấp,Nhiều luyến
2809,Hát xẩm,hat_xam/audio_2_115.wav,2,Vừa,Thấp,Trung,Trung bình,Nhanh,Rất thấp,Nhiều luyến
2810,Hát xẩm,hat_xam/audio_3_008.wav,1,Rất yếu,Thấp,Trầm,Cao,Nhanh,Rất thấp,Ít luyến
2811,Hát xẩm,hat_xam/audio_3_008.wav,2,Rất yếu,Thấp,Rất trầm,Trung bình,Vừa,Rất thấp,Ít luyến
2812,Hát xẩm,hat_xam/audio_7_079.wav,1,Rất mạnh,Thấp,Trầm,Thấp,Nhanh,Rất thấp,Vừa
2813,Hát xẩm,hat_xam/audio_7_079.wav,2,Rất mạnh,Thấp,Trầm,Thấp,Chậm,Rất thấp,Vừa
2814,Hát xẩm,hat_xam/audio_7_028.wav,1,Vừa,Thấp,Trầm,Trung bình,Nhanh,Trung bình,Vừa
2815,Hát xẩm,hat_xam/audio_7_028.wav,2,Vừa,Cao,Trầm,Cao,Nhanh,Thấp,Vừa
2816,Hát xẩm,hat_xam/audio_7_041.wav,1,Yếu,Thấp,Trung,Trung bình,Nhanh,Cao,Nhiều luyến
2817,Hát xẩm,hat_xam/audio_7_041.wav,2,Vừa,Cao,Trung,Trung bình,Vừa,Trung bình,Vừa
2818,Hát xẩm,hat_xam/audio_7_022.wav,1,Yếu,Thấp,Trầm,Trung bình,Nhanh,Rất thấp,Ít luyến
2819,Hát xẩm,hat_xam/audio_7_022.wav,2,Yếu,Thấp,Rất trầm,Cao,Vừa,Trung bình,Ít luyến
2820,Hát xẩm,hat_xam/audio_7_008.wav,1,Rất yếu,Cao,Cao,Trung bình,Vừa,Cao,Vừa
2821,Hát xẩm,hat_xam/audio_7_008.wav,2,Yếu,Cao,Trung,Trung bình,Vừa,Trung bình,Nhiều luyến
2822,Hát xẩm,hat_xam/audio_7_044.wav,1,Rất yếu,Thấp,Rất trầm,Trung bình,Vừa,Rất cao,Vừa
2823,Hát xẩm,hat_xam/audio_7_044.wav,2,Rất yếu,Thấp,Rất trầm,Trung bình,Vừa,Rất cao,Ít luyến
2824,Hát xẩm,hat_xam/audio_7_026.wav,1,Vừa,Thấp,Trung,Cao,Nhanh,Thấp,Ít luyến
2825,Hát xẩm,hat_xam/audio_7_026.wav,2,Vừa,Thấp,Trầm,Cao,Nhanh,Thấp,Vừa
2826,Hát xẩm,hat_xam/audio_2_056.wav,1,Mạnh,Thấp,Trung,Trung bình,Chậm,Trung bình,Ít luyến
2827,Hát xẩm,hat_xam/audio_2_056.wav,2,Rất mạnh,Thấp,Trung,Trung bình,Chậm,Rất thấp,Vừa
2828,Hát xẩm,hat_xam/audio_3_012.wav,1,Vừa,Thấp,Rất trầm,Trung bình,Nhanh,Rất thấp,Ít luyến
2829,Hát xẩm,hat_xam/audio_3_012.wav,2,Vừa,Thấp,Rất trầm,Trung bình,Vừa,Rất thấp,Ít luyến
2830,Hát xẩm,hat_xam/audio_5_002.wav,1,Mạnh,Thấp,Trung,Cao,Chậm,Rất cao,Nhiều luyến
2831,Hát xẩm,hat_xam/audio_5_002.wav,2,Mạnh,Cao,Rất trầm,Cao,Chậm,Rất cao,Ít luyến
2832,Hát xẩm,hat_xam/audio_2_005.wav,1,Vừa,Cao,Trung,Trung bình,Vừa,Rất thấp,Nhiều luyến
2833,Hát xẩm,hat_xam/audio_2_005.wav,2,Yếu,Cao,Trầm,Trung bình,Chậm,Rất thấp,Vừa
2834,Hát xẩm,hat_xam/audio_2_007.wav,1,Rất mạnh,Cao,Trung,Thấp,Nhanh,Trung bình,Vừa
2835,Hát xẩm,hat_xam/audio_2_007.wav,2,Rất mạnh,Thấp,Rất trầm,Thấp,Vừa,Rất thấp,Ít luyến
2836,Hát xẩm,hat_xam/audio_2_009.wav,1,Rất mạnh,Cao,Trung,Thấp,Nhanh,Rất thấp,Vừa
2837,Hát xẩm,hat_xam/audio_2_009.wav,2,Rất mạnh,Thấp,Trầm,Thấp,Vừa,Rất thấp,Vừa
2838,Hát xẩm,hat_xam/audio_8_001.wav,1,Yếu,Thấp,Trầm,Trung bình,Nhanh,Rất thấp,Vừa
2839,Hát xẩm,hat_xam/audio_8_001.wav,2,Yếu,Thấp,Trầm,Trung bình,Nhanh,Thấp,Vừa
2840,Hát xẩm,hat_xam/audio_2_058.wav,1,Mạnh,Thấp,Trầm,Trung bình,Chậm,Cao,Ít luyến
2841,Hát xẩm,hat_xam/audio_2_058.wav,2,Rất mạnh,Thấp,Trầm,Trung bình,Nhanh,Rất thấp,Vừa
2842,Hát xẩm,hat_xam/audio_6_008.wav,1,Yếu,Cao,Trầm,Trung bình,Nhanh,Rất thấp,Vừa
2843,Hát xẩm,hat_xam/audio_6_008.wav,2,Yếu,Cao,Trầm,Trung bình,Nhanh,Rất thấp,Vừa
2844,Hát xẩm,hat_xam/audio_2_057.wav,1,Rất mạnh,Thấp,Trầm,Trung bình,Chậm,Rất thấp,Ít luyến
2845,Hát xẩm,hat_xam/audio_2_057.wav,2,Rất mạnh,Thấp,Trầm,Trung bình,Chậm,Rất thấp,Vừa
2846,Hát xẩm,hat_xam/audio_7_038.wav,1,Rất yếu,Thấp,Trung,Trung bình,Nhanh,Rất thấp,Nhiều luyến
2847,Hát xẩm,hat_xam/audio_7_038.wav,2,Rất yếu,Thấp,Trầm,Cao,Chậm,Rất thấp,Nhiều luyến
2848,Hát xẩm,hat_xam/audio_2_067.wav,1,Rất mạnh,Thấp,Rất trầm,Trung bình,Vừa,Rất thấp,Ít luyến
2849,Hát xẩm,hat_xam/audio_2_067.wav,2,Vừa,Thấp,Trầm,Trung bình,Chậm,Rất thấp,Vừa
2850,Hát xẩm,hat_xam/audio_2_116.wav,1,Vừa,Thấp,Trung,Trung bình,Vừa,Rất thấp,Vừa
2851,Hát xẩm,hat_xam/audio_2_116.wav,2,Rất yếu,Thấp,Trung,Thấp,Chậm,Rất thấp,Nhiều luyến
2852,Hát xẩm,hat_xam/audio_2_087.wav,1,Rất mạnh,Thấp,Rất trầm,Trung bình,Chậm,Rất thấp,Ít luyến
2853,Hát xẩm,hat_xam/audio_2_087.wav,2,Rất mạnh,Thấp,Trầm,Trung bình,Nhanh,Rất thấp,Vừa
2854,Hát xẩm,hat_xam/audio_1_008.wav,1,Rất mạnh,Cao,Rất trầm,Cao,Vừa,Rất cao,Ít luyến
2855,Hát xẩm,hat_xam/audio_1_008.wav,2,Mạnh,Cao,Cao,Cao,Nhanh,Rất cao,Nhiều luyến
2856,Hát xẩm,hat_xam/audio_7_064.wav,1,Rất yếu,Cao,Trầm,Thấp,Chậm,Rất thấp,Vừa
2857,Hát xẩm,hat_xam/audio_7_064.wav,2,Vừa,Trung bình,Trung,Cao,Chậm,Rất thấp,Vừa
2858,Hát xẩm,hat_xam/audio_0_001.wav,1,Rất mạnh,Thấp,Trung,Thấp,Nhanh,Rất cao,Nhiều luyến
2859,Hát xẩm,hat_xam/audio_0_001.wav,2,Rất mạnh,Cao,Trầm,Thấp,Chậm,Rất cao,Vừa
2860,Hát xẩm,hat_xam/audio_2_091.wav,1,Rất mạnh,Thấp,Rất trầm,Trung bình,Vừa,Rất thấp,Ít luyến
2861,Hát xẩm,hat_xam/audio_2_091.wav,2,Vừa,Thấp,Trầm,Trung bình,Vừa,Rất thấp,Ít luyến
2862,Hát xẩm,hat_xam/audio_3_018.wav,1,Rất yếu,Thấp,Rất trầm,Cao,Nhanh,Rất thấp,Ít luyến
2863,Hát xẩm,hat_xam/audio_3_018.wav,2,Rất yếu,Thấp,Rất trầm,Trung bình,Nhanh,Rất thấp,Ít luyến
2864,Hát xẩm,hat_xam/audio_2_036.wav,1,Rất mạnh,Thấp,Trung,Cao,Chậm,Rất thấp,Vừa
2865,Hát xẩm,hat_xam/audio_2_036.wav,2,Rất mạnh,Thấp,Trung,Cao,Nhanh,Rất thấp,Nhiều luyến
2866,Hát xẩm,hat_xam/audio_7_001.wav,1,Yếu,Thấp,Trầm,Cao,Vừa,Cao,Ít luyến
2867,Hát xẩm,hat_xam/audio_7_001.wav,2,Yếu,Thấp,Trầm,Cao,Vừa,Trung bình,Vừa
2868,Hát xẩm,hat_xam/audio_7_045.wav,1,Vừa,Thấp,Rất trầm,Trung bình,Vừa,Cao,Ít luyến
2869,Hát xẩm,hat_xam/audio_7_045.wav,2,Vừa,Thấp,Trung,Trung bình,Chậm,Rất cao,Vừa
2870,Hát xẩm,hat_xam/audio_2_139.wav,1,Rất mạnh,Cao,Rất trầm,Trung bình,Chậm,Rất thấp,Ít luyến
2871,Hát xẩm,hat_xam/audio_2_139.wav,2,Rất mạnh,Cao,Rất trầm,Trung bình,Chậm,Rất thấp,Ít luyến
2872,Hát xẩm,hat_xam/audio_2_109.wav,1,Rất mạnh,Trung bình,Trầm,Trung bình,Nhanh,Rất thấp,Vừa
2873,Hát xẩm,hat_xam/audio_2_109.wav,2,Rất mạnh,Thấp,Trung,Trung bình,Vừa,Rất thấp,Nhiều luyến
2874,Hát xẩm,hat_xam/audio_2_001.wav,1,Vừa,Cao,Trầm,Cao,Nhanh,Rất thấp,Nhiều luyến
2875,Hát xẩm,hat_xam/audio_2_001.wav,2,Yếu,Cao,Trầm,Cao,Nhanh,Rất thấp,Nhiều luyến
2876,Hát xẩm,hat_xam/audio_0_007.wav,1,Rất mạnh,Thấp,Trung,Thấp,Nhanh,Rất cao,Nhiều luyến
2877,Hát xẩm,hat_xam/audio_0_007.wav,2,Rất mạnh,Thấp,Trung,Thấp,Nhanh,Rất cao,Vừa
2878,Hát xẩm,hat_xam/audio_8_000.wav,1,Yếu,Thấp,Trầm,Trung bình,Chậm,Thấp,Nhiều luyến
2879,Hát xẩm,hat_xam/audio_8_000.wav,2,Yếu,Thấp,Trầm,Trung bình,Nhanh,Rất thấp,Vừa
2880,Hát xẩm,hat_xam/audio_7_066.wav,1,Mạnh,Cao,Rất trầm,Thấp,Chậm,Thấp,Ít luyến
2881,Hát xẩm,hat_xam/audio_7_066.wav,2,Yếu,Cao,Trầm,Thấp,Chậm,Thấp,Ít luyến
2882,Hát xẩm,hat_xam/audio_5_001.wav,1,Mạnh,Thấp,Trung,Cao,Vừa,Rất cao,Ít luyến
2883,Hát xẩm,hat_xam/audio_5_001.wav,2,Mạnh,Cao,Rất trầm,Cao,Chậm,Rất cao,Ít luyến
2884,Hát xẩm,hat_xam/audio_1_005.wav,1,Mạnh,Trung bình,Trầm,Cao,Vừa,Rất cao,Ít luyến
2885,Hát xẩm,hat_xam/audio_1_005.wav,2,Yếu,Cao,Rất trầm,Cao,Vừa,Rất cao,Ít luyến
2886,Hát xẩm,hat_xam/audio_7_009.wav,1,Rất yếu,Cao,Trầm,Trung bình,Vừa,Cao,Vừa
2887,Hát xẩm,hat_xam/audio_7_009.wav,2,Yếu,Cao,Trầm,Trung bình,Vừa,Cao,Ít luyến
2888,Hát xẩm,hat_xam/audio_2_004.wav,1,Mạnh,Cao,Trung,Trung bình,Nhanh,Rất thấp,Vừa
2889,Hát xẩm,hat_xam/audio_2_004.wav,2,Vừa,Trung bình,Trung,Trung bình,Chậm,Rất thấp,Nhiều luyến
2890,Hát xẩm,hat_xam/audio_7_075.wav,1,Rất mạnh,Thấp,Trầm,Thấp,Nhanh,Rất thấp,Vừa
2891,Hát xẩm,hat_xam/audio_7_075.wav,2,Rất mạnh,Thấp,Trầm,Thấp,Nhanh,Rất thấp,Vừa
2892,Hát xẩm,hat_xam/audio_7_031.wav,1,Vừa,Thấp,Rất trầm,Cao,Nhanh,Thấp,Ít luyến
2893,Hát xẩm,hat_xam/audio_7_031.wav,2,Yếu,Thấp,Rất trầm,Cao,Nhanh,Thấp,Vừa
2894,Hát xẩm,hat_xam/audio_7_052.wav,1,Yếu,Cao,Trung,Trung bình,Vừa,Rất cao,Nhiều luyến
2895,Hát xẩm,hat_xam/audio_7_052.wav,2,Rất mạnh,Thấp,Trung,Trung bình,Chậm,Rất cao,Vừa
2896,Hát xẩm,hat_xam/audio_9_003.wav,1,Rất mạnh,Cao,Rất trầm,Thấp,Nhanh,Rất cao,Ít luyến
2897,Hát xẩm,hat_xam/audio_9_003.wav,2,Rất mạnh,Cao,Trung,Thấp,Nhanh,Rất cao,Ít luyến
2898,Hát xẩm,hat_xam/audio_7_080.wav,1,Rất mạnh,Thấp,Trung,Thấp,Chậm,Rất thấp,Nhiều luyến
2899,Hát xẩm,hat_xam/audio_7_080.wav,2,Rất mạnh,Thấp,Trầm,Thấp,Chậm,Thấp,Vừa
2900,Hát xẩm,hat_xam/audio_2_000.wav,1,Vừa,Cao,Trung,Cao,Chậm,Rất thấp,Nhiều luyến
2901,Hát xẩm,hat_xam/audio_2_000.wav,2,Yếu,Cao,Trung,Trung bình,Vừa,Rất thấp,Vừa
2902,Hát xẩm,hat_xam/audio_2_108.wav,1,Rất mạnh,Thấp,Trung,Thấp,Chậm,Rất thấp,Nhiều luyến
2903,Hát xẩm,hat_xam/audio_2_108.wav,2,Rất mạnh,Thấp,Trầm,Thấp,Vừa,Rất thấp,Nhiều luyến
2904,Hát xẩm,hat_xam/audio_2_117.wav,1,Yếu,Thấp,Trung,Trung bình,Nhanh,Rất thấp,Vừa
2905,Hát xẩm,hat_xam/audio_2_117.wav,2,Yếu,Thấp,Trung,Trung bình,Nhanh,Rất thấp,Nhiều luyến
2906,Hát xẩm,hat_xam/audio_1_002.wav,1,Mạnh,Cao,Rất trầm,Trung bình,Chậm,Rất cao,Ít luyến
2907,Hát xẩm,hat_xam/audio_1_002.wav,2,Mạnh,Cao,Rất trầm,Cao,Chậm,Rất cao,Ít luyến
2908,Hát xẩm,hat_xam/audio_6_001.wav,1,Rất yếu,Thấp,Trầm,Thấp,Vừa,Rất thấp,Vừa
2909,Hát xẩm,hat_xam/audio_6_001.wav,2,Yếu,Cao,Trầm,Thấp,Vừa,Rất thấp,Vừa
2910,Hát xẩm,hat_xam/audio_2_122.wav,1,Rất mạnh,Thấp,Trầm,Trung bình,Vừa,Rất thấp,Vừa
2911,Hát xẩm,hat_xam/audio_2_122.wav,2,Vừa,Thấp,Trầm,Cao,Chậm,Rất thấp,Vừa
2912,Hát xẩm,hat_xam/audio_0_003.wav,1,Rất mạnh,Cao,Trầm,Trung bình,Chậm,Rất cao,Vừa
2913,Hát xẩm,hat_xam/audio_0_003.wav,2,Rất mạnh,Trung bình,Trung,Thấp,Nhanh,Rất cao,Nhiều luyến
2914,Hát xẩm,hat_xam/audio_9_009.wav,1,Vừa,Cao,Rất trầm,Thấp,Chậm,Rất cao,Ít luyến
2915,Hát xẩm,hat_xam/audio_9_009.wav,2,Vừa,Cao,Rất trầm,Thấp,Chậm,Rất cao,Ít luyến
2916,Hát xẩm,hat_xam/audio_3_023.wav,1,Rất yếu,Thấp,Rất trầm,Trung bình,Chậm,Rất thấp,Vừa
2917,Hát xẩm,hat_xam/audio_3_023.wav,2,Vừa,Thấp,Rất cao,Cao,Nhanh,Rất cao,Ít luyến
2918,Hát xẩm,hat_xam/audio_2_069.wav,1,Rất mạnh,Thấp,Trầm,Trung bình,Vừa,Rất thấp,Ít luyến
2919,Hát xẩm,hat_xam/audio_2_069.wav,2,Yếu,Thấp,Trung,Cao,Chậm,Rất thấp,Vừa
2920,Hát xẩm,hat_xam/audio_7_003.wav,1,Yếu,Thấp,Trầm,Cao,Vừa,Cao,Vừa
2921,Hát xẩm,hat_xam/audio_7_003.wav,2,Yếu,Thấp,Trung,Cao,Vừa,Cao,Ít luyến
2922,Hát xẩm,hat_xam/audio_2_130.wav,1,Yếu,Thấp,Trầm,Trung bình,Chậm,Rất thấp,Vừa
2923,Hát xẩm,hat_xam/audio_2_130.wav,2,Vừa,Thấp,Trầm,Trung bình,Chậm,Rất thấp,Vừa
2924,Hát xẩm,hat_xam/audio_7_005.wav,1,Yếu,Thấp,Trầm,Cao,Vừa,Cao,Ít luyến
2925,Hát xẩm,hat_xam/audio_7_005.wav,2,Yếu,Thấp,Trầm,Cao,Vừa,Trung bình,Vừa
2926,Hát xẩm,hat_xam/audio_3_003.wav,1,Vừa,Thấp,Rất trầm,Trung bình,Vừa,Rất thấp,Ít luyến
2927,Hát xẩm,hat_xam/audio_3_003.wav,2,Vừa,Thấp,Rất trầm,Trung bình,Vừa,Rất thấp,Ít luyến
2928,Hát xẩm,hat_xam/audio_2_090.wav,1,Rất mạnh,Thấp,Trầm,Thấp,Vừa,Rất thấp,Vừa
2929,Hát xẩm,hat_xam/audio_2_090.wav,2,Rất mạnh,Thấp,Rất trầm,Thấp,Vừa,Rất thấp,Ít luyến
2930,Hát xẩm,hat_xam/audio_2_053.wav,1,Mạnh,Thấp,Trầm,Trung bình,Vừa,Rất thấp,Vừa
2931,Hát xẩm,hat_xam/audio_2_053.wav,2,Rất mạnh,Thấp,Trầm,Trung bình,Chậm,Rất thấp,Vừa
2932,Hát xẩm,hat_xam/audio_2_072.wav,1,Vừa,Thấp,Rất trầm,Thấp,Chậm,Rất thấp,Ít luyến
2933,Hát xẩm,hat_xam/audio_2_072.wav,2,Mạnh,Thấp,Rất trầm,Thấp,Chậm,Rất thấp,Vừa
2934,Hát xẩm,hat_xam/audio_2_078.wav,1,Rất mạnh,Thấp,Trầm,Trung bình,Vừa,Rất thấp,Ít luyến
2935,Hát xẩm,hat_xam/audio_2_078.wav,2,Rất mạnh,Thấp,Trầm,Thấp,Nhanh,Rất thấp,Ít luyến
2936,Hát xẩm,hat_xam/audio_2_094.wav,1,Rất mạnh,Thấp,Trầm,Trung bình,Chậm,Rất thấp,Nhiều luyến
2937,Hát xẩm,hat_xam/audio_2_094.wav,2,Rất mạnh,Thấp,Trung,Trung bình,Vừa,Rất thấp,Vừa
2938,Hát xẩm,hat_xam/audio_7_024.wav,1,Yếu,Thấp,Trầm,Cao,Vừa,Thấp,Vừa
2939,Hát xẩm,hat_xam/audio_7_024.wav,2,Yếu,Thấp,Rất trầm,Cao,Nhanh,Cao,Vừa
2940,Hát xẩm,hat_xam/audio_9_000.wav,1,Vừa,Thấp,Trung,Trung bình,Chậm,Rất cao,Vừa
2941,Hát xẩm,hat_xam/audio_9_000.wav,2,Mạnh,Thấp,Rất trầm,Thấp,Chậm,Rất cao,Ít luyến
2942,Hát xẩm,hat_xam/audio_2_100.wav,1,Rất mạnh,Thấp,Trung,Cao,Vừa,Rất thấp,Nhiều luyến
2943,Hát xẩm,hat_xam/audio_2_100.wav,2,Rất mạnh,Thấp,Trầm,Trung bình,Nhanh,Rất thấp,Nhiều luyến
2944,Hát xẩm,hat_xam/audio_2_112.wav,1,Rất mạnh,Thấp,Trung,Thấp,Chậm,Rất thấp,Vừa
2945,Hát xẩm,hat_xam/audio_2_112.wav,2,Vừa,Thấp,Trầm,Trung bình,Vừa,Rất thấp,Vừa
2946,Hát xẩm,hat_xam/audio_2_119.wav,1,Yếu,Thấp,Trung,Trung bình,Nhanh,Rất thấp,Nhiều luyến
2947,Hát xẩm,hat_xam/audio_2_119.wav,2,Vừa,Thấp,Trầm,Trung bình,Vừa,Rất thấp,Vừa
2948,Hát xẩm,hat_xam/audio_2_127.wav,1,Vừa,Thấp,Trầm,Cao,Chậm,Rất thấp,Vừa
2949,Hát xẩm,hat_xam/audio_2_127.wav,2,Rất yếu,Cao,Trung,Cao,Chậm,Rất thấp,Ít luyến
2950,Hát xẩm,hat_xam/audio_7_053.wav,1,Mạnh,Cao,Rất trầm,Trung bình,Vừa,Rất cao,Ít luyến
2951,Hát xẩm,hat_xam/audio_7_053.wav,2,Rất yếu,Thấp,Rất trầm,Trung bình,Chậm,Rất cao,Ít luyến
2952,Hát xẩm,hat_xam/audio_9_006.wav,1,Vừa,Thấp,Rất trầm,Trung bình,Nhanh,Cao,Ít luyến
2953,Hát xẩm,hat_xam/audio_9_006.wav,2,Vừa,Thấp,Trầm,Trung bình,Chậm,Rất thấp,Ít luyến
2954,Hát xẩm,hat_xam/audio_1_004.wav,1,Yếu,Cao,Rất trầm,Cao,Nhanh,Rất cao,Ít luyến
2955,Hát xẩm,hat_xam/audio_1_004.wav,2,Yếu,Thấp,Cao,Cao,Vừa,Rất thấp,Ít luyến
2956,Hát xẩm,hat_xam/audio_2_048.wav,1,Rất mạnh,Thấp,Trầm,Trung bình,Chậm,Rất thấp,Vừa
2957,Hát xẩm,hat_xam/audio_2_048.wav,2,Rất mạnh,Thấp,Trung,Trung bình,Nhanh,Rất thấp,Nhiều luyến
2958,Hát xẩm,hat_xam/audio_7_040.wav,1,Vừa,Thấp,Trung,Trung bình,Vừa,Thấp,Ít luyến
2959,Hát xẩm,hat_xam/audio_7_040.wav,2,Vừa,Thấp,Trầm,Trung bình,Chậm,Thấp,Vừa
2960,Hát xẩm,hat_xam/audio_3_000.wav,1,Rất yếu,Thấp,Rất trầm,Cao,Vừa,Cao,Ít luyến
2961,Hát xẩm,hat_xam/audio_3_000.wav,2,Rất yếu,Thấp,Trầm,Cao,Vừa,Rất thấp,Ít luyến
2962,Hát xẩm,hat_xam/audio_2_063.wav,1,Rất mạnh,Thấp,Trầm,Trung bình,Vừa,Rất thấp,Ít luyến
2963,Hát xẩm,hat_xam/audio_2_063.wav,2,Vừa,Thấp,Rất trầm,Thấp,Vừa,Rất thấp,Ít luyến
2964,Hát xẩm,hat_xam/audio_2_128.wav,1,Rất yếu,Thấp,Trầm,Trung bình,Chậm,Rất thấp,Vừa
2965,Hát xẩm,hat_xam/audio_2_128.wav,2,Vừa,Thấp,Trầm,Trung bình,Chậm,Rất thấp,Vừa
2966,Hát xẩm,hat_xam/audio_10_008.wav,1,Vừa,Thấp,Trung,Thấp,Chậm,Rất cao,Vừa
2967,Hát xẩm,hat_xam/audio_10_008.wav,2,Rất yếu,Cao,Trung,Trung bình,Nhanh,Rất cao,Ít luyến
2968,Hát xẩm,hat_xam/audio_2_131.wav,1,Mạnh,Thấp,Trầm,Trung bình,Chậm,Rất thấp,Vừa
2969,Hát xẩm,hat_xam/audio_2_131.wav,2,Yếu,Thấp,Rất trầm,Trung bình,Chậm,Rất thấp,Ít luyến
